image_count,timestamp,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,target_x,target_y,target_depth
39,167_935,83.500397,-5.482536,6.218707,0.002177,-0.010712,0.369944,-0.928990,456,133,5.053
40,169_835,84.018684,-5.921753,6.219714,0.005329,-0.008796,0.052101,-0.998589,466,139,5.075
41,171_737,84.673141,-5.938026,6.223407,0.005687,-0.006108,-0.264176,-0.964438,470,155,5.088
42,173_735,85.190208,-5.529610,6.229968,0.007073,-0.004481,-0.561912,-0.827155,463,172,5.094
43,175_535,85.673027,-7.202419,6.165607,-0.346301,-0.102478,0.364672,-0.858247,447,424,5.362
44,180_35,84.362728,-40.960013,6.131213,0.116889,0.103352,0.684495,-0.712125,49,185,4.103
45,182_36,84.542564,-38.730223,6.156909,-0.030345,-0.024306,0.695949,-0.717038,480,234,4.855
46,183_937,84.529984,-38.438916,6.162433,-0.003055,-0.006160,0.697081,-0.716960,457,228,4.884
47,186_436,84.557617,-38.918246,6.169910,0.004885,0.006129,0.697437,-0.716603,400,232,4.890
48,188_436,84.624668,-38.927521,6.179187,0.000343,0.004712,0.697621,-0.716451,405,246,4.905
49,190_336,84.710426,-38.887398,6.184222,-0.002061,0.006143,0.698049,-0.716021,407,259,4.922
50,192_236,84.695923,-38.884664,6.185809,0.001229,0.003271,0.697604,-0.716475,409,253,4.937
51,194_135,85.458294,-38.659798,6.199084,0.017608,0.002804,-0.848453,-0.528970,456,159,4.940
52,196_235,85.421482,-37.979449,6.188922,0.014952,0.006297,-0.980575,-0.195473,473,137,4.906
53,198_536,84.418198,-37.781361,6.178882,0.003488,0.005653,-0.981085,0.193463,437,147,4.901
54,200_535,83.782791,-38.099799,6.183185,0.002818,0.007486,-0.866280,0.499495,441,141,4.930
55,202_535,83.536083,-38.719065,6.186816,0.002015,0.006433,-0.660068,0.751175,443,143,4.925
56,204_835,83.713917,-39.446019,6.181384,-0.002298,0.007646,-0.349447,0.936922,455,140,4.882
57,207_35,84.296806,-39.808135,6.169635,-0.003793,0.008775,0.007852,0.999923,462,151,4.839
58,209_335,84.977383,-39.651312,6.168933,-0.004232,0.007212,0.372072,0.928166,464,174,4.860
59,211_435,85.394802,-39.073732,6.175311,-0.002029,0.001385,0.663271,0.748376,434,181,4.899
60,215_735,97.441315,-51.330529,6.172107,-0.008741,0.071858,0.770836,-0.632908,318,383,4.738
61,217_735,96.299301,-50.165675,6.184711,0.002473,-0.030613,0.769507,-0.637900,468,161,4.899
62,220_235,96.392208,-50.298631,6.200092,0.000841,0.001783,0.769061,-0.639172,438,207,5.017
63,222_335,96.569340,-50.393776,6.208667,-0.002037,0.001976,0.768949,-0.639304,435,225,5.037
64,224_735,96.578979,-50.380646,6.207782,-0.000895,-0.002171,0.768863,-0.639409,442,225,5.036
65,227_135,96.651779,-50.487875,6.231342,-0.000124,0.003322,0.769087,-0.639135,425,238,5.112
66,229_336,96.684654,-50.621020,6.221606,-0.000145,0.005432,0.769180,-0.639009,409,248,5.070
67,231_635,96.683266,-50.598050,6.203601,0.033238,-0.013463,0.789648,-0.612512,391,201,4.952
68,234_35,97.703175,-50.195062,6.177814,-0.026702,-0.003563,0.889487,0.456165,472,136,4.878
69,236_336,97.237675,-49.551847,6.168353,-0.007620,-0.004034,0.988009,0.154156,438,140,4.872
70,238_535,96.431423,-49.525822,6.172321,-0.004018,-0.004034,0.984466,-0.175485,427,150,4.877
71,240_735,95.843544,-49.907306,6.165271,-0.000640,-0.002900,0.874074,-0.485784,421,145,4.857
72,242_835,95.579865,-50.401190,6.167804,-0.003098,-0.007045,0.681454,-0.731820,440,137,4.885
73,245_536,95.748550,-51.081746,6.196399,0.001352,-0.005988,0.376773,-0.926285,454,141,4.967
74,247_935,96.330769,-51.483888,6.200977,0.003410,-0.006260,0.032435,-0.999448,455,144,4.982
75,250_336,97.026760,-51.427377,6.205707,0.004218,-0.005092,-0.318673,-0.947842,456,161,5.012
76,252_435,97.413689,-51.030375,6.212238,0.005785,-0.006958,-0.584214,-0.811549,452,176,5.040
77,254_535,101.583908,-49.526940,6.296405,0.281421,-0.241856,0.622991,-0.688614,455,267,7.346
78,256_835,121.061005,-46.952026,6.103046,-0.162499,0.125268,0.709916,-0.673737,439,429,4.638
79,259_436,122.291290,-46.596531,6.218890,0.015650,-0.018718,0.733216,-0.679558,430,195,5.060
80,261_535,121.586449,-46.751511,6.212665,0.010351,-0.004806,0.734636,-0.678365,407,169,5.077
81,263_736,121.984947,-46.705346,6.220111,-0.002224,0.001400,0.734916,-0.678153,422,216,5.091
82,266_35,122.012177,-46.703274,6.215015,0.000702,-0.000462,0.735194,-0.677856,418,214,5.068
83,268_635,122.026649,-46.693036,6.211780,0.000634,0.000356,0.735032,-0.678032,422,219,5.046
84,270_936,122.101494,-46.619074,6.194446,-0.001430,0.000322,0.735291,-0.677749,431,226,4.989
85,273_235,122.241592,-46.629315,6.191608,-0.003639,0.002567,0.735088,-0.677957,431,247,5.001
86,275_435,122.811653,-46.631424,6.230701,-0.011164,0.003041,0.799128,0.601049,447,185,5.058
87,277_836,123.100410,-46.085775,6.194598,-0.014124,-0.003090,0.948455,0.316581,458,153,4.990
88,280_236,122.250793,-45.669687,6.202808,-0.003613,-0.003637,0.999587,-0.028267,421,152,5.002
89,282_435,121.609261,-45.802927,6.196552,-0.002965,-0.003141,0.945499,-0.325596,424,148,4.991
90,284_835,121.070694,-46.322161,6.196918,0.001124,-0.005561,0.783070,-0.621908,429,121,5.009
91,287_135,120.928413,-46.944896,6.211932,0.003124,-0.010569,0.530434,-0.847655,464,112,5.024
92,289_335,121.373764,-47.521016,6.210071,0.003290,-0.008170,0.230645,-0.972998,472,136,5.027
93,292_36,122.251167,-47.805165,6.208698,0.008603,-0.002850,-0.149666,-0.988695,462,144,5.014
94,294_335,122.801956,-47.531962,6.201038,0.006873,-0.005094,-0.473077,-0.880979,469,163,5.006
95,296_636,122.380219,-46.982580,6.140430,0.095378,0.313384,-0.228585,-0.916756,115,78,3.961
96,301_336,76.776451,-43.389672,6.183612,0.018446,0.212997,-0.005478,-0.976863,760,20,8.637
