image_count,timestamp,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,target_x,target_y,target_depth
79,216_490,96.603634,-51.548170,6.207843,0.006766,-0.007051,-0.151251,-0.988447,473,151,4.995
80,218_890,97.256760,-51.192229,6.211688,0.001403,-0.003697,-0.483335,-0.875427,453,177,5.026
81,221_498,100.314922,-49.838185,6.210742,0.254161,-0.278727,0.556953,-0.739944,454,195,6.474
82,226_91,123.180008,-46.557889,6.221698,-0.021810,0.012658,0.732665,-0.680122,440,290,5.728
83,231_391,122.115486,-46.657549,6.185046,-0.005288,0.003230,0.734872,-0.678177,429,232,4.912
84,234_290,122.193787,-46.649249,6.171832,-0.002982,0.000875,0.735111,-0.677940,429,245,4.870
85,237_291,122.295059,-46.633436,6.167163,-0.004422,0.002835,0.734872,-0.678186,431,254,4.840
86,240_290,122.140305,-46.593059,6.168781,-0.001804,-0.001121,0.735499,-0.677523,437,232,4.902
87,244_191,123.063293,-46.383316,6.197742,-0.025342,-0.003522,0.874789,0.483828,455,150,4.916
88,246_290,122.757172,-45.795762,6.192249,-0.008398,-0.004808,0.988793,0.148981,437,148,4.951
89,249_791,121.765846,-45.828262,6.207965,-0.010515,-0.003290,0.935965,-0.351922,445,162,4.998
90,252_890,121.281227,-46.492795,6.211963,-0.006330,-0.000042,0.708065,-0.706119,440,166,5.026
91,256_190,121.356743,-47.272480,6.208240,-0.000458,-0.008088,0.349276,-0.936985,456,154,5.001
92,258_690,121.954620,-47.725028,6.211078,0.004340,-0.006002,-0.021500,-0.999741,457,151,5.012
93,262_191,122.819145,-47.555934,6.208545,0.007078,-0.003303,-0.456106,-0.889891,462,155,5.014
