image_count,timestamp,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,target_x,target_y,target_depth
0,246_17,1.368960,5.428815,2.825867,0.986210,-0.158195,-0.038841,-0.029265,622,196,3.555
1,247_718,3.711558,9.065955,4.494965,0.959421,-0.265053,-0.035542,-0.089412,363,169,6.376
2,249_517,4.916429,7.588065,4.842743,0.943501,-0.329402,-0.032364,0.015876,209,344,4.909
3,251_317,6.825964,6.343007,4.943695,0.910509,-0.413235,-0.014270,-0.002748,531,328,5.198
4,253_817,8.492368,4.689723,4.945404,0.847001,-0.531037,-0.023703,-0.005142,346,165,6.946
5,255_717,9.416937,3.002106,4.937561,0.794137,-0.607527,-0.014941,-0.005812,271,287,5.733
6,257_317,9.884807,1.322917,4.923248,0.735545,-0.677244,-0.015669,-0.008314,196,445,4.179
7,258_917,10.047241,-0.319539,4.938141,0.675417,-0.737239,-0.013552,-0.010352,571,146,7.395
8,260_617,9.887650,-2.106803,4.964203,0.604830,-0.796215,-0.009923,-0.011135,533,209,6.486
9,262_117,9.420951,-3.610152,4.982208,0.541459,-0.840594,-0.011420,-0.009680,503,286,5.621
10,263_417,8.878153,-4.889084,4.991425,0.481734,-0.876206,-0.006089,-0.012609,497,380,4.819
0,319_166,0.07873,0.0675111,4.92258,0.706899,-0.707289,0.00177422,-0.00575788,29,157
1,327_466,-0.0249808,-0.0479087,4.93347,0.706761,-0.707445,0.00224137,-0.00228324,18,160
2,339_966,-0.0448208,0.139322,4.95053,0.70652,-0.707678,-0.00244408,-0.00380384,426,264
3,341_366,-0.0726881,0.138491,4.96185,0,0,0,1,417,268
4,342_966,-0.0600805,0.127899,4.9743,0,0,0,1,421,269
5,343_66,-0.0347066,0.109766,4.97412,0.706574,-0.707631,0.000452793,-0.00328607,422,269
6,343_866,-0.0347066,0.109766,4.97412,0.706574,-0.707631,0.000452793,-0.00328607,425,274
7,345_666,-0.000699919,0.0441645,4.97537,0.706394,-0.707809,0.000484613,-0.00379468,426,274
8,349_766,-0.000699919,0.0441645,4.97537,0.706394,-0.707809,0.000484613,-0.00379468,439,471
9,351_66,0.00572671,0.0359118,4.98523,0,0,0,1,441,472
10,351_266,0.00877513,0.0360679,4.98483,0.706657,-0.707548,0.000579892,-0.00350093,442,472
